Fault_ID,Timestamp,Plant_ID,Equipment_ID,Fault_Type,Severity,Response_Time_Min,Resolution_Time,Downtime_Min,Energy_Loss_kWh,Cost_Loss_USD
2429,2025-06-03 02:00:00,20,EQ-00514,Breaker Trip,Low,34,2025-06-03 03:25:00,85,351.26,42.2
2430,2025-01-24 08:15:00,20,EQ-00533,AC Fault,Low,45,2025-01-24 10:26:00,131,431.5,51.21
2431,2025-01-31 07:00:00,8,EQ-00207,AC Fault,Low,58,2025-01-31 14:40:00,460,372.67,44.04
2432,2025-08-16 18:45:00,18,EQ-00483,Grid Outage,Low,58,2025-08-16 22:47:00,242,435.72,42.41
2433,2025-12-21 01:30:00,7,EQ-00185,Transformer Overheating,Low,47,2025-12-21 01:55:00,25,176.39,22.46
2434,2025-01-19 03:00:00,18,EQ-00472,DC Fault,Low,39,2025-01-19 05:58:00,178,428.09,70.25
2435,2025-02-05 03:00:00,13,EQ-00343,Under Voltage,Medium,29,2025-02-05 07:50:00,290,189.03,18.31
2436,2025-04-21 17:15:00,11,EQ-00290,Communication Loss,Low,40,2025-04-21 18:39:00,84,271.48,39.78
2437,2025-09-21 14:00:00,2,EQ-00028,Low Irradiance,Low,48,2025-09-21 18:07:00,247,141.48,17.8
2438,2025-03-28 12:45:00,12,EQ-00306,DC Fault,Medium,54,2025-03-28 19:58:00,433,164.02,24.57
2439,2025-11-22 15:45:00,7,EQ-00165,Over Voltage,Medium,53,2025-11-22 23:44:00,479,261.61,33.7
2440,2025-09-09 07:45:00,17,EQ-00453,DC Fault,Low,55,2025-09-09 14:03:00,378,271.19,45.85
2441,2025-01-01 16:00:00,13,EQ-00327,Over Voltage,Medium,10,2025-01-01 17:08:00,68,383.91,63.0
2442,2025-03-08 16:00:00,20,EQ-00533,Breaker Trip,Low,5,2025-03-08 17:35:00,95,353.59,55.32
2443,2025-06-05 21:15:00,14,EQ-00368,Communication Loss,High,50,2025-06-06 02:49:00,334,70.4,6.93
2444,2025-05-27 00:30:00,14,EQ-00367,Over Voltage,Medium,57,2025-05-27 01:00:00,30,448.74,56.7
2445,2025-08-20 08:30:00,5,EQ-00126,Inverter Failure,Medium,55,2025-08-20 13:45:00,315,484.64,64.82
2446,2025-10-31 04:30:00,3,EQ-00077,AC Fault,Medium,24,2025-10-31 11:41:00,431,258.4,30.08
2447,2025-10-02 19:00:00,16,EQ-00416,Breaker Trip,Critical,59,2025-10-02 20:55:00,115,339.48,48.62
2448,2025-12-26 21:15:00,15,EQ-00391,Communication Loss,Low,33,2025-12-27 04:13:00,418,59.46,8.39
2449,2025-12-29 23:00:00,10,EQ-00245,Transformer Overheating,Medium,53,2025-12-30 06:12:00,432,443.38,59.05
2450,2025-09-03 10:45:00,8,EQ-00201,Over Voltage,Medium,6,2025-09-03 12:54:00,129,445.98,52.66
2451,2025-01-07 01:45:00,20,EQ-00520,Over Voltage,Low,56,2025-01-07 03:15:00,90,93.91,13.89
2452,2025-11-17 14:30:00,1,EQ-00021,Grid Outage,Low,12,2025-11-17 21:11:00,401,330.96,55.82
2453,2025-02-13 05:45:00,12,EQ-00300,AC Fault,Low,27,2025-02-13 10:25:00,280,483.72,66.77
2454,2025-05-01 03:30:00,15,EQ-00398,Grid Outage,Low,22,2025-05-01 07:17:00,227,462.83,72.48
2455,2025-05-13 18:00:00,20,EQ-00529,DC Fault,Medium,14,2025-05-13 23:41:00,341,322.51,49.47
2456,2025-01-08 19:30:00,7,EQ-00165,Grid Outage,Low,22,2025-01-09 01:59:00,389,118.56,17.61
2457,2025-05-01 06:00:00,6,EQ-00152,DC Fault,High,38,2025-05-01 08:36:00,156,339.29,27.21
2458,2025-02-13 12:15:00,13,EQ-00348,Inverter Failure,Medium,10,2025-02-13 17:14:00,299,60.67,6.39
2459,2025-02-03 17:00:00,18,EQ-00462,Breaker Trip,Low,36,2025-02-03 21:31:00,271,179.86,14.91
2460,2025-01-19 21:00:00,8,EQ-00201,Inverter Failure,Medium,45,2025-01-20 03:56:00,416,438.7,38.02
2461,2025-09-23 08:15:00,16,EQ-00407,Inverter Failure,Low,21,2025-09-23 15:33:00,438,384.3,53.64
2462,2025-10-13 19:15:00,10,EQ-00256,Transformer Overheating,Low,33,2025-10-13 20:50:00,95,373.67,33.71
2463,2025-04-29 06:15:00,17,EQ-00442,Transformer Overheating,Low,47,2025-04-29 13:10:00,415,78.37,7.73
2464,2025-01-05 02:15:00,3,EQ-00067,DC Fault,Medium,45,2025-01-05 09:06:00,411,354.41,60.87
2465,2025-02-11 07:15:00,9,EQ-00218,AC Fault,Low,49,2025-02-11 14:59:00,464,32.62,4.78
2466,2025-10-29 22:45:00,6,EQ-00148,Over Voltage,Medium,46,2025-10-30 05:48:00,423,50.66,8.54
2467,2025-03-13 17:30:00,5,EQ-00121,Inverter Failure,Low,58,2025-03-14 00:40:00,430,171.48,23.54
2468,2025-09-01 04:00:00,2,EQ-00028,Grid Outage,Low,28,2025-09-01 08:48:00,288,383.06,47.57
2469,2025-07-16 01:30:00,15,EQ-00394,DC Fault,Medium,12,2025-07-16 07:32:00,362,234.07,36.92
2470,2025-08-14 12:30:00,14,EQ-00365,Inverter Failure,Low,39,2025-08-14 15:03:00,153,242.22,41.03
2471,2025-03-08 22:00:00,20,EQ-00519,Over Voltage,Medium,10,2025-03-09 00:29:00,149,26.99,2.33
2472,2025-01-29 00:30:00,9,EQ-00217,Inverter Failure,High,40,2025-01-29 07:21:00,411,288.7,24.66
2473,2025-12-14 06:45:00,13,EQ-00330,Inverter Failure,Medium,41,2025-12-14 10:06:00,201,458.7,38.2
2474,2025-01-27 16:30:00,18,EQ-00485,Over Voltage,Medium,21,2025-01-27 17:36:00,66,37.24,5.48
2475,2025-12-22 11:15:00,10,EQ-00254,DC Fault,High,44,2025-12-22 18:19:00,424,417.85,38.66
2476,2025-04-29 10:30:00,19,EQ-00510,Low Irradiance,Critical,8,2025-04-29 12:15:00,105,321.09,31.32
2477,2025-08-13 12:00:00,10,EQ-00270,Under Voltage,High,17,2025-08-13 13:32:00,92,45.22,4.12
2478,2025-02-16 08:45:00,8,EQ-00206,Grid Outage,Low,9,2025-02-16 13:54:00,309,450.32,44.37
2479,2025-10-04 14:30:00,7,EQ-00165,Low Irradiance,Low,43,2025-10-04 20:34:00,364,230.44,22.09
2480,2025-01-03 02:00:00,14,EQ-00378,Breaker Trip,Medium,23,2025-01-03 04:21:00,141,169.55,29.16
2481,2025-03-28 03:15:00,20,EQ-00519,DC Fault,Medium,56,2025-03-28 04:58:00,103,98.77,12.14
2482,2025-10-17 04:45:00,20,EQ-00525,Communication Loss,Medium,6,2025-10-17 10:04:00,319,347.15,32.09
2483,2025-01-19 01:30:00,2,EQ-00050,Grid Outage,Low,49,2025-01-19 07:03:00,333,344.7,61.41
2484,2025-03-01 22:00:00,20,EQ-00514,Over Voltage,Low,57,2025-03-01 23:07:00,67,473.96,59.44
2485,2025-07-28 14:30:00,13,EQ-00332,Over Voltage,Medium,48,2025-07-28 14:52:00,22,311.57,37.63
2486,2025-04-16 12:15:00,11,EQ-00292,Communication Loss,Low,5,2025-04-16 14:43:00,148,406.43,62.8
2487,2025-01-13 11:30:00,19,EQ-00488,Under Voltage,Low,31,2025-01-13 18:44:00,434,480.51,46.79
2488,2025-07-03 08:45:00,18,EQ-00483,Over Voltage,Critical,18,2025-07-03 09:51:00,66,79.1,8.75
2489,2025-04-30 20:15:00,18,EQ-00471,Low Irradiance,High,14,2025-04-30 22:43:00,148,287.75,42.49
2490,2025-04-21 19:45:00,8,EQ-00197,Over Voltage,Low,45,2025-04-22 00:55:00,310,399.67,33.46
2491,2025-03-31 10:00:00,19,EQ-00513,Transformer Overheating,Low,25,2025-03-31 15:45:00,345,177.42,16.94
2492,2025-09-09 06:30:00,15,EQ-00386,Over Voltage,Medium,41,2025-09-09 08:41:00,131,474.94,51.61
2493,2025-04-12 20:45:00,17,EQ-00437,Over Voltage,Medium,47,2025-04-13 01:55:00,310,93.34,16.71
2494,2025-08-24 05:30:00,6,EQ-00153,Transformer Overheating,Low,44,2025-08-24 07:03:00,93,437.2,78.27
2495,2025-06-03 22:15:00,14,EQ-00370,DC Fault,Medium,37,2025-06-03 23:12:00,57,394.26,69.24
2496,2025-01-28 19:15:00,14,EQ-00354,DC Fault,Medium,22,2025-01-28 21:26:00,131,198.43,26.01
2497,2025-08-05 03:15:00,16,EQ-00417,Inverter Failure,Low,56,2025-08-05 05:31:00,136,358.37,40.22
2498,2025-07-25 20:00:00,12,EQ-00316,Over Voltage,Medium,52,2025-07-25 22:58:00,178,356.02,63.44
2499,2025-01-21 12:00:00,10,EQ-00261,Breaker Trip,Low,10,2025-01-21 19:59:00,479,135.78,21.48
2500,2025-01-07 04:45:00,16,EQ-00422,DC Fault,Low,49,2025-01-07 11:09:00,384,242.22,25.87
2501,2025-09-17 22:45:00,6,EQ-00153,Over Voltage,Medium,58,2025-09-18 03:54:00,309,85.54,7.28
2502,2025-02-12 23:30:00,9,EQ-00229,Grid Outage,Low,58,2025-02-13 06:29:00,419,430.19,43.8
2503,2025-03-01 15:00:00,7,EQ-00178,Breaker Trip,Medium,42,2025-03-01 18:28:00,208,261.44,28.35
2504,2025-09-19 18:30:00,13,EQ-00329,Low Irradiance,Medium,20,2025-09-20 00:11:00,341,448.98,44.72
2505,2025-08-14 03:00:00,14,EQ-00355,Communication Loss,Low,38,2025-08-14 05:40:00,160,389.1,64.68
2506,2025-01-08 11:45:00,14,EQ-00354,DC Fault,Low,48,2025-01-08 17:46:00,361,368.72,63.56
2507,2025-03-28 14:30:00,14,EQ-00355,Under Voltage,Medium,16,2025-03-28 22:17:00,467,200.36,18.89
2508,2025-08-16 06:00:00,5,EQ-00110,Transformer Overheating,Medium,57,2025-08-16 10:08:00,248,291.63,40.82
2509,2025-01-29 22:00:00,6,EQ-00162,Low Irradiance,High,27,2025-01-30 04:54:00,414,389.69,54.16
2510,2025-04-10 10:00:00,17,EQ-00435,Low Irradiance,High,6,2025-04-10 14:06:00,246,395.02,48.09
2511,2025-01-29 21:00:00,8,EQ-00206,Breaker Trip,Low,44,2025-01-30 01:17:00,257,471.86,82.74
2512,2025-06-09 16:00:00,7,EQ-00171,Inverter Failure,Medium,14,2025-06-09 19:47:00,227,240.63,24.4
2513,2025-08-20 06:15:00,18,EQ-00467,Inverter Failure,Medium,30,2025-08-20 09:56:00,221,91.17,13.35
2514,2025-09-05 21:15:00,12,EQ-00318,Inverter Failure,Medium,13,2025-09-05 23:45:00,150,141.72,18.97
2515,2025-08-23 19:00:00,18,EQ-00475,Breaker Trip,Medium,15,2025-08-23 23:19:00,259,276.58,35.91
2516,2025-01-13 05:15:00,5,EQ-00114,Communication Loss,Medium,15,2025-01-13 08:21:00,186,306.39,52.24
2517,2025-06-06 15:45:00,6,EQ-00141,AC Fault,Medium,14,2025-06-06 18:12:00,147,125.23,15.4
2518,2025-09-07 09:30:00,4,EQ-00084,Breaker Trip,Medium,22,2025-09-07 09:43:00,13,450.01,36.2
2519,2025-01-21 20:45:00,19,EQ-00490,AC Fault,Low,55,2025-01-22 01:23:00,278,75.08,12.4
2520,2025-12-29 17:00:00,13,EQ-00330,Grid Outage,Low,57,2025-12-29 22:32:00,332,407.31,68.65
2521,2025-06-26 22:00:00,17,EQ-00455,Breaker Trip,Medium,43,2025-06-27 02:18:00,258,144.61,20.31
2522,2025-07-28 01:00:00,16,EQ-00423,DC Fault,Critical,33,2025-07-28 03:59:00,179,448.0,64.14
2523,2025-06-24 01:15:00,14,EQ-00378,Low Irradiance,Low,28,2025-06-24 07:11:00,356,450.47,72.42
2524,2025-05-12 11:30:00,14,EQ-00364,DC Fault,Low,19,2025-05-12 12:24:00,54,122.36,19.66
2525,2025-08-12 18:00:00,15,EQ-00394,Low Irradiance,Medium,35,2025-08-12 21:27:00,207,378.74,35.13
2526,2025-09-09 23:30:00,5,EQ-00134,AC Fault,High,7,2025-09-10 02:01:00,151,407.77,46.44
2527,2025-01-17 01:45:00,15,EQ-00383,AC Fault,Low,19,2025-01-17 05:04:00,199,81.42,11.93
2528,2025-06-18 18:30:00,11,EQ-00285,AC Fault,Medium,24,2025-06-18 21:33:00,183,204.74,26.89
2529,2025-04-23 16:15:00,4,EQ-00082,Transformer Overheating,Low,29,2025-04-23 21:03:00,288,287.63,27.07
2530,2025-08-11 06:15:00,7,EQ-00172,Transformer Overheating,Medium,28,2025-08-11 13:56:00,461,141.68,16.95
2531,2025-07-28 05:45:00,19,EQ-00511,Breaker Trip,Medium,53,2025-07-28 08:49:00,184,154.05,15.99
2532,2025-08-02 09:45:00,10,EQ-00248,Breaker Trip,Low,7,2025-08-02 15:52:00,367,54.88,6.61
2533,2025-07-10 17:30:00,2,EQ-00053,Transformer Overheating,Medium,25,2025-07-11 01:10:00,460,327.58,45.99
2534,2025-01-04 09:45:00,9,EQ-00221,AC Fault,Medium,49,2025-01-04 17:23:00,458,135.87,14.27
2535,2025-08-24 05:45:00,3,EQ-00067,AC Fault,Medium,41,2025-08-24 10:47:00,302,270.23,45.26
2536,2025-09-22 05:00:00,6,EQ-00140,Under Voltage,Medium,57,2025-09-22 12:40:00,460,55.61,9.87
2537,2025-02-22 06:15:00,17,EQ-00452,DC Fault,Low,41,2025-02-22 07:06:00,51,484.94,76.96
2538,2025-07-03 23:00:00,17,EQ-00452,Under Voltage,Low,51,2025-07-04 00:50:00,110,123.76,16.35
2539,2025-05-10 18:15:00,1,EQ-00017,Inverter Failure,Medium,18,2025-05-10 20:05:00,110,315.13,52.77
2540,2025-08-01 22:00:00,16,EQ-00410,Breaker Trip,Medium,36,2025-08-02 04:43:00,403,466.47,77.66
2541,2025-07-29 03:45:00,20,EQ-00526,DC Fault,Low,55,2025-07-29 05:54:00,129,70.08,5.98
2542,2025-05-11 12:30:00,12,EQ-00321,Breaker Trip,Low,16,2025-05-11 16:27:00,237,227.13,26.09
2543,2025-05-25 11:30:00,11,EQ-00271,Breaker Trip,High,58,2025-05-25 12:21:00,51,65.28,9.91
2544,2025-05-19 21:15:00,13,EQ-00345,Grid Outage,High,14,2025-05-20 03:56:00,401,497.03,62.42
2545,2025-08-04 05:45:00,10,EQ-00268,AC Fault,Medium,22,2025-08-04 08:56:00,191,141.09,22.36
2546,2025-08-14 09:15:00,18,EQ-00464,Under Voltage,Low,43,2025-08-14 16:28:00,433,208.6,16.7
2547,2025-06-13 19:45:00,6,EQ-00161,Low Irradiance,High,20,2025-06-13 22:26:00,161,331.57,43.32
2548,2025-07-26 09:45:00,9,EQ-00223,Over Voltage,Medium,10,2025-07-26 13:11:00,206,271.85,23.14
2549,2025-02-05 06:45:00,4,EQ-00108,Under Voltage,High,24,2025-02-05 12:57:00,372,286.29,36.36
2550,2025-01-15 21:30:00,16,EQ-00425,AC Fault,Medium,58,2025-01-16 02:33:00,303,331.02,27.09
2551,2025-04-17 20:45:00,5,EQ-00122,Transformer Overheating,Low,13,2025-04-18 00:15:00,210,407.26,61.65
2552,2025-12-25 13:00:00,14,EQ-00375,Under Voltage,Low,51,2025-12-25 17:46:00,286,252.79,22.07
2553,2025-05-27 21:00:00,8,EQ-00200,Grid Outage,High,33,2025-05-27 23:38:00,158,132.72,20.1
2554,2025-08-14 06:00:00,5,EQ-00125,Communication Loss,Medium,32,2025-08-14 06:49:00,49,450.65,46.56
2555,2025-10-15 16:45:00,7,EQ-00163,Grid Outage,Low,43,2025-10-15 17:33:00,48,120.09,18.89
2556,2025-09-19 09:45:00,10,EQ-00268,Breaker Trip,Medium,57,2025-09-19 11:23:00,98,309.05,24.89
2557,2025-11-22 02:15:00,11,EQ-00279,Over Voltage,Medium,31,2025-11-22 02:34:00,19,180.06,25.09
2558,2025-03-02 01:30:00,6,EQ-00139,AC Fault,Low,39,2025-03-02 08:28:00,418,368.58,61.19
2559,2025-06-11 05:30:00,12,EQ-00312,Transformer Overheating,Medium,26,2025-06-11 08:31:00,181,322.94,41.33
2560,2025-08-28 19:45:00,6,EQ-00142,Under Voltage,High,54,2025-08-29 00:44:00,299,417.11,50.59
2561,2025-01-13 07:15:00,20,EQ-00532,DC Fault,High,37,2025-01-13 09:23:00,128,495.4,57.18
2562,2025-12-19 23:00:00,3,EQ-00080,Inverter Failure,High,30,2025-12-19 23:41:00,41,280.17,28.48
2563,2025-07-07 20:15:00,10,EQ-00254,DC Fault,Low,26,2025-07-07 23:45:00,210,405.84,71.65
2564,2025-09-10 14:30:00,12,EQ-00308,Under Voltage,Critical,10,2025-09-10 17:13:00,163,69.35,8.67
2565,2025-02-08 21:15:00,13,EQ-00337,Over Voltage,High,24,2025-02-08 22:12:00,57,62.89,7.41
2566,2025-01-11 23:30:00,19,EQ-00495,Low Irradiance,Medium,50,2025-01-12 02:51:00,201,154.93,13.81
2567,2025-07-05 20:15:00,8,EQ-00197,Over Voltage,Low,16,2025-07-05 23:05:00,170,359.32,43.25
2568,2025-05-01 12:00:00,13,EQ-00349,Over Voltage,Low,43,2025-05-01 19:20:00,440,184.05,32.23
2569,2025-10-08 17:15:00,19,EQ-00511,Grid Outage,Low,26,2025-10-08 20:26:00,191,118.67,9.88
2570,2025-12-27 15:45:00,3,EQ-00080,Grid Outage,Low,6,2025-12-27 17:36:00,111,259.5,33.63
2571,2025-10-23 13:00:00,13,EQ-00351,Low Irradiance,Medium,59,2025-10-23 19:26:00,386,375.44,59.3
2572,2025-07-16 03:45:00,9,EQ-00222,Communication Loss,Medium,47,2025-07-16 09:29:00,344,100.03,9.54
2573,2025-05-11 16:00:00,17,EQ-00457,Inverter Failure,Critical,28,2025-05-11 16:26:00,26,104.03,15.19
2574,2025-06-23 19:15:00,11,EQ-00289,Over Voltage,Medium,32,2025-06-24 00:12:00,297,239.69,28.01
2575,2025-11-27 06:15:00,4,EQ-00099,Inverter Failure,Medium,27,2025-11-27 08:27:00,132,140.94,19.35
2576,2025-06-23 07:30:00,9,EQ-00236,Inverter Failure,Low,34,2025-06-23 11:17:00,227,116.41,15.72
2577,2025-12-17 06:15:00,8,EQ-00206,Inverter Failure,Low,55,2025-12-17 08:20:00,125,434.13,66.68
2578,2025-08-08 21:00:00,13,EQ-00326,Low Irradiance,Medium,25,2025-08-09 02:03:00,303,486.34,57.45
2579,2025-01-30 05:45:00,1,EQ-00008,Transformer Overheating,Low,43,2025-01-30 10:45:00,300,467.56,62.19
2580,2025-06-23 07:15:00,10,EQ-00268,Grid Outage,High,38,2025-06-23 14:58:00,463,188.24,33.04
2581,2025-05-13 20:30:00,11,EQ-00288,AC Fault,Medium,30,2025-05-14 02:20:00,350,193.86,30.51
2582,2025-07-04 13:15:00,8,EQ-00196,Grid Outage,Medium,8,2025-07-04 14:34:00,79,123.35,16.07
2583,2025-10-19 03:45:00,16,EQ-00412,Grid Outage,High,7,2025-10-19 06:35:00,170,288.13,48.08
2584,2025-08-10 20:00:00,7,EQ-00172,DC Fault,Low,16,2025-08-11 02:23:00,383,176.52,18.36
2585,2025-09-17 00:45:00,20,EQ-00533,Inverter Failure,Low,41,2025-09-17 02:08:00,83,215.41,35.39
2586,2025-08-03 09:00:00,19,EQ-00510,Grid Outage,High,29,2025-08-03 16:08:00,428,94.21,11.2
2587,2025-03-05 00:45:00,8,EQ-00195,Communication Loss,Low,50,2025-03-05 05:00:00,255,492.87,68.71
2588,2025-11-20 06:30:00,3,EQ-00076,Transformer Overheating,Medium,8,2025-11-20 07:42:00,72,490.89,76.51
2589,2025-12-06 08:45:00,11,EQ-00273,Over Voltage,Medium,56,2025-12-06 09:26:00,41,373.9,37.14
2590,2025-06-05 04:30:00,6,EQ-00160,Grid Outage,Medium,37,2025-06-05 05:56:00,86,355.74,46.08
2591,2025-10-26 05:30:00,9,EQ-00231,AC Fault,Medium,29,2025-10-26 06:21:00,51,477.37,61.16
2592,2025-07-31 02:30:00,14,EQ-00375,Low Irradiance,Low,38,2025-07-31 08:03:00,333,433.06,41.14
2593,2025-03-12 10:45:00,20,EQ-00530,AC Fault,Medium,39,2025-03-12 11:58:00,73,494.28,49.7
2594,2025-09-18 08:00:00,7,EQ-00176,AC Fault,Medium,21,2025-09-18 14:48:00,408,415.62,56.74
2595,2025-10-26 01:15:00,10,EQ-00247,Inverter Failure,Medium,50,2025-10-26 02:02:00,47,443.82,75.25
2596,2025-05-23 22:45:00,16,EQ-00430,AC Fault,Low,34,2025-05-24 00:53:00,128,499.91,59.29
2597,2025-12-14 00:00:00,9,EQ-00218,Over Voltage,Medium,22,2025-12-14 07:22:00,442,96.17,11.07
2598,2025-07-07 04:00:00,14,EQ-00370,AC Fault,High,34,2025-07-07 07:10:00,190,352.93,29.72
2599,2025-08-23 20:30:00,13,EQ-00351,AC Fault,High,6,2025-08-23 22:57:00,147,480.28,63.99
2600,2025-06-16 03:15:00,15,EQ-00382,Inverter Failure,Low,27,2025-06-16 07:51:00,276,109.74,14.62
2601,2025-02-16 03:15:00,17,EQ-00458,DC Fault,Medium,58,2025-02-16 10:13:00,418,134.3,19.33
2602,2025-06-20 19:45:00,20,EQ-00522,Under Voltage,High,37,2025-06-20 20:49:00,64,113.78,20.0
2603,2025-01-14 00:15:00,10,EQ-00248,AC Fault,Low,59,2025-01-14 02:59:00,164,118.33,15.36
2604,2025-04-01 16:45:00,8,EQ-00203,Breaker Trip,Low,32,2025-04-02 00:40:00,475,438.61,72.19
2605,2025-11-23 09:15:00,16,EQ-00412,AC Fault,Medium,45,2025-11-23 12:20:00,185,101.08,9.44
2606,2025-11-21 12:45:00,12,EQ-00310,Communication Loss,Medium,31,2025-11-21 20:33:00,468,464.43,80.39
2607,2025-12-02 16:15:00,8,EQ-00198,Breaker Trip,High,7,2025-12-02 21:09:00,294,211.61,37.1
2608,2025-11-04 00:45:00,17,EQ-00437,Grid Outage,Low,14,2025-11-04 04:01:00,196,98.15,12.51
2609,2025-05-27 20:30:00,1,EQ-00024,Over Voltage,Low,10,2025-05-27 20:40:00,10,150.3,13.93
2610,2025-04-16 12:15:00,17,EQ-00455,Low Irradiance,Medium,54,2025-04-16 14:44:00,149,418.82,53.68
2611,2025-08-10 12:45:00,4,EQ-00084,AC Fault,Medium,14,2025-08-10 14:10:00,85,258.14,40.66
2612,2025-01-08 15:00:00,16,EQ-00406,Low Irradiance,High,27,2025-01-08 16:49:00,109,395.78,65.6
2613,2025-04-24 00:45:00,4,EQ-00106,Low Irradiance,Low,35,2025-04-24 02:33:00,108,248.98,38.12
2614,2025-11-19 13:45:00,5,EQ-00117,Transformer Overheating,High,51,2025-11-19 18:03:00,258,380.66,44.0
2615,2025-05-27 07:00:00,3,EQ-00065,Communication Loss,High,43,2025-05-27 10:49:00,229,238.71,34.66
2616,2025-07-06 09:00:00,4,EQ-00082,Transformer Overheating,Medium,9,2025-07-06 15:51:00,411,199.84,17.54
2617,2025-06-07 16:45:00,1,EQ-00011,Inverter Failure,Medium,16,2025-06-07 20:22:00,217,159.18,14.52
2618,2025-10-29 20:45:00,5,EQ-00130,Inverter Failure,Medium,12,2025-10-30 01:49:00,304,272.54,41.73
2619,2025-10-08 19:15:00,18,EQ-00467,Low Irradiance,High,30,2025-10-09 01:26:00,371,167.9,23.17
2620,2025-08-15 03:15:00,10,EQ-00244,Inverter Failure,Low,40,2025-08-15 06:43:00,208,403.42,63.39
2621,2025-09-06 07:00:00,12,EQ-00303,Over Voltage,Medium,55,2025-09-06 13:15:00,375,290.74,45.48
2622,2025-09-24 22:30:00,20,EQ-00533,Transformer Overheating,Low,37,2025-09-25 00:47:00,137,328.32,54.13
2623,2025-01-13 09:30:00,6,EQ-00147,DC Fault,Medium,35,2025-01-13 12:40:00,190,163.59,22.29
2624,2025-04-16 21:15:00,10,EQ-00262,AC Fault,Low,45,2025-04-17 02:55:00,340,165.08,27.82
2625,2025-04-15 05:45:00,17,EQ-00455,Low Irradiance,Medium,18,2025-04-15 09:23:00,218,159.95,21.16
2626,2025-05-24 01:15:00,12,EQ-00315,Communication Loss,Medium,13,2025-05-24 03:47:00,152,212.44,26.52
2627,2025-04-06 01:15:00,17,EQ-00441,Grid Outage,High,40,2025-04-06 03:09:00,114,132.88,13.89
2628,2025-03-08 09:30:00,13,EQ-00351,Over Voltage,Low,12,2025-03-08 11:13:00,103,103.62,9.18
2629,2025-02-11 10:45:00,17,EQ-00458,Under Voltage,Low,30,2025-02-11 12:26:00,101,26.99,4.18
2630,2025-06-23 03:30:00,7,EQ-00166,Communication Loss,Low,41,2025-06-23 10:06:00,396,83.63,9.53
2631,2025-04-15 20:45:00,20,EQ-00519,Grid Outage,High,34,2025-04-16 02:32:00,347,399.69,49.51
2632,2025-08-31 09:00:00,9,EQ-00222,Grid Outage,Critical,33,2025-08-31 11:01:00,121,318.77,45.49
2633,2025-08-21 10:45:00,1,EQ-00017,Communication Loss,Medium,12,2025-08-21 12:49:00,124,422.1,35.02
2634,2025-01-05 04:45:00,1,EQ-00025,Inverter Failure,Low,31,2025-01-05 12:24:00,459,265.72,36.37
2635,2025-01-03 08:30:00,7,EQ-00177,AC Fault,Low,35,2025-01-03 12:26:00,236,110.69,14.63
2636,2025-02-22 01:30:00,18,EQ-00471,Low Irradiance,Medium,19,2025-02-22 05:19:00,229,31.13,4.18
2637,2025-10-19 23:15:00,17,EQ-00446,Over Voltage,Medium,37,2025-10-20 02:50:00,215,495.05,41.12
2638,2025-11-05 03:45:00,17,EQ-00450,DC Fault,Low,27,2025-11-05 07:41:00,236,218.18,27.84
2639,2025-08-15 06:00:00,17,EQ-00443,Communication Loss,Low,19,2025-08-15 08:54:00,174,115.98,11.94
2640,2025-10-12 07:45:00,19,EQ-00508,Breaker Trip,Medium,10,2025-10-12 09:57:00,132,215.84,35.74
2641,2025-09-22 03:30:00,9,EQ-00236,Communication Loss,Medium,26,2025-09-22 05:38:00,128,288.88,25.61
2642,2025-05-19 13:30:00,15,EQ-00385,Inverter Failure,Medium,41,2025-05-19 16:33:00,183,391.08,41.82
2643,2025-03-21 08:45:00,19,EQ-00489,Inverter Failure,Low,51,2025-03-21 11:52:00,187,32.92,5.72
2644,2025-12-24 22:15:00,13,EQ-00328,Over Voltage,High,32,2025-12-24 23:31:00,76,206.05,33.35
2645,2025-07-26 11:00:00,5,EQ-00114,DC Fault,Low,44,2025-07-26 18:22:00,442,144.74,21.04
2646,2025-04-14 05:15:00,7,EQ-00189,Communication Loss,Medium,48,2025-04-14 07:35:00,140,440.17,49.44
2647,2025-10-07 02:30:00,14,EQ-00363,Over Voltage,High,21,2025-10-07 03:17:00,47,339.93,48.47
2648,2025-04-06 18:45:00,20,EQ-00529,AC Fault,Low,15,2025-04-07 01:48:00,423,343.61,39.14
2649,2025-04-12 03:00:00,10,EQ-00267,Breaker Trip,Medium,55,2025-04-12 05:46:00,166,177.86,21.71
2650,2025-09-18 12:45:00,8,EQ-00213,Communication Loss,Critical,36,2025-09-18 18:18:00,333,175.85,24.05
2651,2025-07-03 10:30:00,15,EQ-00404,AC Fault,Critical,45,2025-07-03 17:58:00,448,308.3,29.77
2652,2025-11-24 14:30:00,8,EQ-00191,Under Voltage,Low,13,2025-11-24 15:03:00,33,449.6,70.74
2653,2025-10-27 11:30:00,8,EQ-00213,Under Voltage,Medium,16,2025-10-27 15:22:00,232,261.88,30.96
2654,2025-02-16 11:45:00,10,EQ-00246,Grid Outage,High,42,2025-02-16 17:23:00,338,365.26,31.57
2655,2025-08-04 22:30:00,20,EQ-00529,DC Fault,Medium,44,2025-08-05 02:29:00,239,50.69,5.32
2656,2025-09-29 16:30:00,18,EQ-00485,Low Irradiance,Low,26,2025-09-29 20:11:00,221,423.88,37.35
2657,2025-11-20 18:45:00,11,EQ-00272,Inverter Failure,Medium,50,2025-11-20 20:54:00,129,199.69,22.36
